dialogue_id,turn,misc,family
1122,turn 4,absent,A
1123,turn 1,present,B
1123,turn 2,absent,B
1123,turn 3,present,B
1123,turn 4,absent,B
1123,turn 5,present,B
1123,turn 6,present,B
1123,turn 7,present,B
1123,turn 8,absent,B
1123,turn 9,absent,B
1124,turn 1,present,A
1124,turn 2,absent,A
1124,turn 3,absent,A
1124,turn 4,present,A
1124,turn 5,present,A
1124,turn 6,present,A
1124,turn 7,absent,A
1125,turn 1,present,D
1125,turn 2,absent,D
1125,turn 3,present,D
1125,turn 4,present,D
1125,turn 5,present,D
1125,turn 6,present,D
1125,turn 7,absent,D
1126,turn 1,present,D
1126,turn 2,absent,D
1127,turn 1,present,D
1127,turn 2,absent,D
1128,turn 1,present,E
1128,turn 2,absent,E
1128,turn 3,absent,E
1129,turn 1,present,A
1129,turn 2,present,A
1129,turn 3,absent,A
1129,turn 4,absent,A
1129,turn 5,absent,A
1130,turn 1,not_evidenced,E
1130,turn 2,present,E
1130,turn 3,present,E
1130,turn 4,absent,E
1130,turn 5,absent,E
1130,turn 6,absent,E
1130,turn 7,absent,E
1130,turn 8,absent,E
1130,turn 9,absent,E
1131,turn 1,present,B
1131,turn 2,present,B
1131,turn 3,present,B
1131,turn 4,present,B
1131,turn 5,present,B
1131,turn 6,not_evidenced,B
1131,turn 7,absent,B
1132,turn 1,not_evidenced,C
1132,turn 2,absent,C
1132,turn 3,absent,C
1132,turn 4,absent,C
1132,turn 5,present,C
1133,turn 1,present,F
1133,turn 2,present,F
1133,turn 3,present,F
1133,turn 4,absent,F
1133,turn 5,absent,F
1133,turn 6,not_evidenced,F
1134,turn 1,present,B
1134,turn 2,present,B
1134,turn 3,absent,B
1134,turn 4,present,B
1134,turn 5,not_evidenced,B
1135,turn 1,present,F
1135,turn 2,not_evidenced,F
1135,turn 3,absent,F
1135,turn 4,absent,F
1135,turn 5,absent,F
1135,turn 6,absent,F
1136,turn 1,absent,D
1136,turn 2,not_evidenced,D
1136,turn 3,present,D
1136,turn 4,present,D
1136,turn 5,present,D
1136,turn 6,present,D
1136,turn 7,present,D
1136,turn 8,present,D
1136,turn 9,present,D
1136,turn 10,not_evidenced,D
1137,turn 1,present,C
1137,turn 2,present,C
1137,turn 3,present,C
1137,turn 4,present,C
1137,turn 5,present,C
1137,turn 6,absent,C
1138,turn 1,present,E
1138,turn 2,present,E
1138,turn 3,absent,E
1138,turn 4,present,E
1138,turn 5,present,E
1138,turn 6,present,E
1138,turn 7,present,E
1138,turn 8,absent,E
1138,turn 9,not_evidenced,E
1139,turn 1,present,F
1139,turn 2,absent,F
1139,turn 3,absent,F
1140,turn 1,present,C
1140,turn 2,present,C
1140,turn 3,absent,C
1140,turn 4,present,C
1140,turn 5,not_evidenced,C
1140,turn 6,not_evidenced,C
1140,turn 7,not_evidenced,C
1140,turn 8,not_evidenced,C
1140,turn 9,not_evidenced,C
1141,turn 1,present,D
1141,turn 2,present,D
1141,turn 3,absent,D
1141,turn 4,present,D
1141,turn 5,absent,D
1142,turn 1,present,C
1142,turn 2,present,C
1142,turn 3,absent,C
1142,turn 4,absent,C
1142,turn 5,absent,C
1143,turn 1,present,F
1143,turn 2,absent,F
1143,turn 3,present,F
1143,turn 4,not_evidenced,F
1143,turn 5,present,F
1143,turn 6,present,F
1143,turn 7,absent,F
1143,turn 8,absent,F
1144,turn 1,present,D
1144,turn 2,present,D
1144,turn 3,absent,D
1144,turn 4,absent,D
1144,turn 5,absent,D
1144,turn 6,absent,D
1144,turn 7,present,D
1144,turn 8,present,D
1144,turn 9,present,D
1144,turn 10,not_evidenced,D
1145,turn 1,absent,C
1145,turn 2,present,C
1145,turn 3,present,C
1145,turn 4,present,C
1145,turn 5,present,C
1145,turn 6,absent,C
1145,turn 7,not_evidenced,C
1146,turn 1,present,F
1146,turn 2,present,F
1146,turn 3,present,F
1146,turn 4,present,F
1146,turn 5,present,F
1146,turn 6,absent,F
1146,turn 7,present,F
1146,turn 8,absent,F
1146,turn 9,absent,F
1146,turn 10,present,F
1146,turn 11,absent,F
1146,turn 12,present,F
1146,turn 13,present,F
1146,turn 14,present,F
1147,turn 1,present,F
1147,turn 2,absent,F
1147,turn 3,present,F
1147,turn 4,present,F
1147,turn 5,not_evidenced,F
1147,turn 6,not_evidenced,F
1147,turn 7,absent,F
1147,turn 8,absent,F
1148,turn 1,present,A
1148,turn 2,not_evidenced,A
1148,turn 3,absent,A
1148,turn 4,absent,A
1149,turn 1,present,D
1149,turn 2,present,D
1149,turn 3,absent,D
1150,turn 1,present,C
1150,turn 2,present,C
1150,turn 3,absent,C
1150,turn 4,present,C
1150,turn 5,absent,C
1151,turn 1,present,F
1151,turn 2,present,F
1151,turn 3,present,F
1151,turn 4,present,F
1151,turn 5,absent,F
1152,turn 1,present,F
1152,turn 2,present,F
1152,turn 3,present,F
1152,turn 4,absent,F
1153,turn 1,absent,C
1153,turn 2,absent,C
1153,turn 3,absent,C
1153,turn 4,absent,C
1153,turn 5,not_evidenced,C
1154,turn 1,absent,C
1154,turn 2,absent,C
1154,turn 3,absent,C
1154,turn 4,absent,C
1154,turn 5,absent,C
1155,turn 1,absent,E
1155,turn 2,absent,E
1155,turn 3,absent,E
1155,turn 4,absent,E
1155,turn 5,absent,E
1155,turn 6,present,E
1155,turn 7,absent,E
1155,turn 8,absent,E
1155,turn 9,not_evidenced,E
1156,turn 1,present,A
1156,turn 2,absent,A
1156,turn 3,absent,A
1156,turn 4,absent,A
1156,turn 5,not_evidenced,A
1156,turn 6,absent,A
1157,turn 1,not_evidenced,D
1157,turn 2,not_evidenced,D
1157,turn 3,absent,D
1157,turn 4,present,D
1157,turn 5,present,D
1157,turn 6,present,D
1157,turn 7,not_evidenced,D
1157,turn 8,absent,D
1157,turn 9,present,D
1157,turn 10,present,D
1158,turn 1,absent,E
1158,turn 2,absent,E
1158,turn 3,not_evidenced,E
1158,turn 4,absent,E
1158,turn 5,absent,E
1158,turn 6,absent,E
1158,turn 7,absent,E
1159,turn 1,not_evidenced,A
1159,turn 2,absent,A
1159,turn 3,not_evidenced,A
1159,turn 4,not_evidenced,A
1159,turn 5,present,A
1159,turn 6,not_evidenced,A
1159,turn 7,present,A
1159,turn 8,present,A
1159,turn 9,present,A
1159,turn 10,present,A
1160,turn 1,absent,B
1160,turn 2,present,B
1160,turn 3,absent,B
1160,turn 4,not_evidenced,B
1160,turn 5,not_evidenced,B
1160,turn 6,not_evidenced,B
1160,turn 7,not_evidenced,B
1161,turn 1,absent,F
1161,turn 2,absent,F
1161,turn 3,absent,F
1161,turn 4,absent,F
1161,turn 5,absent,F
1161,turn 6,absent,F
1162,turn 1,present,B
1162,turn 2,present,B
1162,turn 3,absent,B
1163,turn 1,present,E
1163,turn 2,present,E
1163,turn 3,absent,E
1164,turn 1,absent,C
1165,turn 1,absent,C
1165,turn 2,present,C
1165,turn 3,present,C
1165,turn 4,not_evidenced,C
1166,turn 1,absent,A
1166,turn 2,absent,A
1167,turn 1,present,F
1167,turn 2,present,F
1167,turn 3,present,F
1167,turn 4,present,F
1167,turn 5,present,F
1167,turn 6,not_evidenced,F
1167,turn 7,absent,F
1168,turn 1,present,F
1168,turn 2,present,F
1168,turn 3,present,F
1168,turn 4,absent,F
1168,turn 5,not_evidenced,F
1169,turn 1,present,B
1169,turn 2,absent,B
1170,turn 1,present,E
1170,turn 2,absent,E
1170,turn 3,not_evidenced,E
1170,turn 4,absent,E
1171,turn 1,present,F
1171,turn 2,absent,F
1171,turn 3,absent,F
1172,turn 1,present,B
1172,turn 2,absent,B
1172,turn 3,absent,B
1173,turn 1,present,D
1173,turn 2,absent,D
1174,turn 1,present,F
1174,turn 2,not_evidenced,F
1174,turn 3,present,F
1174,turn 4,present,F
1174,turn 5,absent,F
1174,turn 6,present,F
1174,turn 7,absent,F
1174,turn 8,not_evidenced,F
1174,turn 9,absent,F
1174,turn 10,absent,F
1174,turn 11,present,F
1174,turn 12,present,F
1174,turn 13,absent,F
1175,turn 1,present,E
1175,turn 2,present,E
1175,turn 3,present,E
1175,turn 4,absent,E
1175,turn 5,absent,E
1175,turn 6,not_evidenced,E
1176,turn 1,not_evidenced,C
1176,turn 2,absent,C
1177,turn 1,present,D
1177,turn 2,present,D
1177,turn 3,present,D
1177,turn 4,absent,D
1177,turn 5,present,D
1177,turn 6,present,D
1177,turn 7,present,D
1177,turn 8,present,D
1177,turn 9,present,D
1177,turn 10,present,D
1178,turn 1,present,E
1178,turn 2,present,E
1178,turn 3,present,E
1178,turn 4,present,E
1178,turn 5,present,E
1178,turn 6,present,E
1178,turn 7,present,E
1178,turn 8,present,E
1178,turn 9,present,E
1178,turn 10,present,E
1179,turn 1,present,F
1179,turn 2,present,F
1179,turn 3,absent,F
1179,turn 4,absent,F
1180,turn 1,present,D
1180,turn 2,absent,D
1180,turn 3,present,D
1180,turn 4,present,D
1180,turn 5,not_evidenced,D
1180,turn 6,present,D
1180,turn 7,present,D
1180,turn 8,absent,D
1180,turn 9,absent,D
1180,turn 10,present,D
1180,turn 11,present,D
1181,turn 1,present,B
1181,turn 2,present,B
1181,turn 3,present,B
1181,turn 4,present,B
1181,turn 5,absent,B
1182,turn 1,absent,B
1182,turn 2,not_evidenced,B
1183,turn 1,present,A
1183,turn 2,not_evidenced,A
1183,turn 3,not_evidenced,A
1183,turn 4,absent,A
1184,turn 1,present,D
1184,turn 2,present,D
1184,turn 3,present,D
1184,turn 4,not_evidenced,D
1184,turn 5,present,D
1184,turn 6,present,D
1184,turn 7,present,D
1184,turn 8,present,D
1184,turn 9,present,D
1184,turn 10,present,D
1184,turn 11,present,D
1184,turn 12,present,D
1184,turn 13,present,D
1184,turn 14,absent,D
1184,turn 15,not_evidenced,D
1185,turn 1,present,D
1185,turn 2,absent,D
1185,turn 3,absent,D
1185,turn 4,absent,D
1185,turn 5,present,D
1185,turn 6,present,D
1185,turn 7,present,D
1185,turn 8,absent,D
1185,turn 9,absent,D
1185,turn 10,not_evidenced,D
1185,turn 11,absent,D
1187,turn 1,present,D
1187,turn 2,absent,D
1187,turn 3,present,D
1187,turn 4,absent,D
1187,turn 5,not_evidenced,D
1187,turn 6,present,D
1187,turn 7,absent,D
1187,turn 8,present,D
1188,turn 1,present,A
1188,turn 2,present,A
1188,turn 3,absent,A
1189,turn 1,present,D
1189,turn 2,not_evidenced,D
1189,turn 3,present,D
1189,turn 4,absent,D
1189,turn 5,absent,D
1190,turn 1,present,B
1190,turn 2,absent,B
1190,turn 3,not_evidenced,B
1190,turn 4,not_evidenced,B
1190,turn 5,present,B
1190,turn 6,absent,B
1190,turn 7,absent,B
1191,turn 1,absent,A
1191,turn 2,not_evidenced,A
1191,turn 3,absent,A
1192,turn 1,present,A
1192,turn 2,absent,A
1192,turn 3,present,A
1192,turn 4,present,A
1192,turn 5,present,A
1192,turn 6,present,A
1192,turn 7,absent,A
1193,turn 1,present,B
1193,turn 2,present,B
1193,turn 3,present,B
1193,turn 4,not_evidenced,B
1193,turn 5,not_evidenced,B
1193,turn 6,absent,B
1193,turn 7,present,B
1193,turn 8,present,B
1193,turn 9,present,B
1193,turn 10,present,B
1193,turn 11,present,B
1193,turn 12,absent,B
1194,turn 1,present,F
1194,turn 2,present,F
1194,turn 3,present,F
1194,turn 4,present,F
1194,turn 5,present,F
1194,turn 6,present,F
1194,turn 7,not_evidenced,F
1195,turn 1,present,A
1195,turn 2,present,A
1195,turn 3,absent,A
1196,turn 1,present,F
1196,turn 2,absent,F
1197,turn 1,present,E
1197,turn 2,present,E
1197,turn 3,present,E
1197,turn 4,present,E
1197,turn 5,present,E
1197,turn 6,not_evidenced,E
1198,turn 1,present,F
1198,turn 2,absent,F
1199,turn 1,present,A
1199,turn 2,present,A
1199,turn 3,present,A
1199,turn 4,present,A
1199,turn 5,not_evidenced,A
1200,turn 1,present,C
1200,turn 2,absent,C
1200,turn 3,absent,C
1200,turn 4,absent,C
1200,turn 5,not_evidenced,C
1201,turn 1,absent,A
1201,turn 2,absent,A
1201,turn 3,absent,A
1202,turn 1,absent,C
1202,turn 2,not_evidenced,C
1203,turn 1,absent,A
1203,turn 2,present,A
1203,turn 3,absent,A
1203,turn 4,present,A
1203,turn 5,absent,A
1204,turn 1,absent,C
1204,turn 2,absent,C
1204,turn 3,absent,C
1204,turn 4,absent,C
1205,turn 1,not_evidenced,E
1205,turn 2,absent,E
1205,turn 3,present,E
1205,turn 4,present,E
1205,turn 5,present,E
1205,turn 6,present,E
1205,turn 7,absent,E
1205,turn 8,present,E
1206,turn 1,present,A
1206,turn 2,present,A
1206,turn 3,absent,A
1206,turn 4,absent,A
1206,turn 5,not_evidenced,A
1206,turn 6,absent,A
1207,turn 1,present,E
1207,turn 2,present,E
1207,turn 3,not_evidenced,E
1207,turn 4,present,E
1207,turn 5,present,E
1207,turn 6,present,E
1207,turn 7,not_evidenced,E
1208,turn 1,present,E
1208,turn 2,present,E
1208,turn 3,present,E
1208,turn 4,present,E
1208,turn 5,present,E
1208,turn 6,present,E
1208,turn 7,present,E
1208,turn 8,present,E
1208,turn 9,not_evidenced,E
1209,turn 1,present,A
1209,turn 2,present,A
1209,turn 3,absent,A
1209,turn 4,absent,A
1209,turn 5,absent,A
1209,turn 6,absent,A
1210,turn 1,present,E
1210,turn 2,present,E
1210,turn 3,absent,E
1210,turn 4,present,E
1210,turn 5,present,E
1210,turn 6,present,E
1210,turn 7,not_evidenced,E
1210,turn 8,absent,E
1211,turn 1,present,A
1211,turn 2,absent,A
1211,turn 3,absent,A
1212,turn 1,present,C
1212,turn 2,not_evidenced,C
1212,turn 3,not_evidenced,C
1212,turn 4,absent,C
1212,turn 5,absent,C
1212,turn 6,absent,C
1213,turn 1,present,F
1213,turn 2,present,F
1213,turn 3,present,F
1213,turn 4,present,F
1213,turn 5,present,F
1213,turn 6,present,F
1213,turn 7,present,F
1213,turn 8,present,F
1213,turn 9,not_evidenced,F
1214,turn 1,present,B
1214,turn 2,present,B
1214,turn 3,absent,B
1214,turn 4,not_evidenced,B
1214,turn 5,absent,B
1215,turn 1,present,E
1215,turn 2,present,E
1215,turn 3,absent,E
1216,turn 1,present,F
1216,turn 2,not_evidenced,F
1216,turn 3,present,F
1216,turn 4,present,F
1216,turn 5,present,F
1216,turn 6,present,F
1216,turn 7,absent,F
1217,turn 1,present,E
1217,turn 2,absent,E
1217,turn 3,absent,E
1217,turn 4,absent,E
1218,turn 1,present,C
1218,turn 2,absent,C
1218,turn 3,present,C
1218,turn 4,absent,C
1218,turn 5,absent,C
1218,turn 6,absent,C
1218,turn 7,present,C
1218,turn 8,present,C
1218,turn 9,present,C
1218,turn 10,absent,C
1219,turn 1,present,A
1219,turn 2,present,A
1219,turn 3,present,A
1219,turn 4,absent,A
1219,turn 5,absent,A
1219,turn 6,absent,A
1219,turn 7,absent,A
1219,turn 8,present,A
1219,turn 9,present,A
1219,turn 10,present,A
1219,turn 11,present,A
1220,turn 1,present,D
1220,turn 2,not_evidenced,D
1220,turn 3,absent,D
1220,turn 4,absent,D
1221,turn 1,not_evidenced,B
1221,turn 2,not_evidenced,B
1221,turn 3,not_evidenced,B
1221,turn 4,not_evidenced,B
1221,turn 5,present,B
1221,turn 6,absent,B
1221,turn 7,present,B
1221,turn 8,present,B
1221,turn 9,present,B
1221,turn 10,absent,B
1222,turn 1,present,D
1222,turn 2,not_evidenced,D
1222,turn 3,not_evidenced,D
1222,turn 4,not_evidenced,D
1222,turn 5,not_evidenced,D
1222,turn 6,present,D
1222,turn 7,absent,D
1222,turn 8,absent,D
1222,turn 9,present,D
1223,turn 1,absent,D
1223,turn 2,not_evidenced,D
1223,turn 3,absent,D
1223,turn 4,absent,D
1224,turn 1,not_evidenced,A
1224,turn 2,not_evidenced,A
1224,turn 3,absent,A
1224,turn 4,absent,A
1225,turn 1,present,F
1225,turn 2,not_evidenced,F
1225,turn 3,not_evidenced,F
1225,turn 4,not_evidenced,F
1225,turn 5,present,F
1225,turn 6,present,F
1225,turn 7,present,F
1225,turn 8,not_evidenced,F
1225,turn 9,not_evidenced,F
1225,turn 10,present,F
1226,turn 1,present,E
1226,turn 2,absent,E
1227,turn 1,present,F
1227,turn 2,present,F
1227,turn 3,absent,F
1228,turn 1,present,B
1228,turn 2,present,B
1228,turn 3,absent,B
1229,turn 1,present,D
1229,turn 2,absent,D
1229,turn 3,present,D
1229,turn 4,absent,D
1229,turn 5,absent,D
1230,turn 1,present,E
1230,turn 2,absent,E
1230,turn 3,absent,E
1231,turn 1,present,A
1231,turn 2,present,A
1231,turn 3,absent,A
1231,turn 4,not_evidenced,A
1232,turn 1,present,C
1232,turn 2,absent,C
1233,turn 1,present,D
1233,turn 2,present,D
1233,turn 3,present,D
1233,turn 4,present,D
1233,turn 5,present,D
1233,turn 6,not_evidenced,D
1233,turn 7,present,D
1233,turn 8,absent,D
1233,turn 9,absent,D
1233,turn 10,absent,D
1234,turn 1,present,E
1234,turn 2,present,E
1234,turn 3,present,E
1234,turn 4,absent,E
1234,turn 5,absent,E
1235,turn 1,present,B
1235,turn 2,present,B
1235,turn 3,present,B
1235,turn 4,present,B
1235,turn 5,absent,B
1235,turn 6,absent,B
1236,turn 1,present,F
1236,turn 2,present,F
1236,turn 3,present,F
1236,turn 4,present,F
1236,turn 5,absent,F
1236,turn 6,present,F
1236,turn 7,present,F
1237,turn 1,present,F
1237,turn 2,present,F
1237,turn 3,absent,F
1237,turn 4,present,F
1237,turn 5,absent,F
1237,turn 6,not_evidenced,F
1237,turn 7,absent,F
1237,turn 8,not_evidenced,F
1238,turn 1,present,B
1238,turn 2,absent,B
1238,turn 3,present,B
1238,turn 4,present,B
1238,turn 5,present,B
1238,turn 6,present,B
1238,turn 7,absent,B
1239,turn 1,present,C
1239,turn 2,absent,C
1240,turn 1,present,D
1240,turn 2,present,D
1240,turn 3,absent,D
1241,turn 1,present,A
1241,turn 2,absent,A
1241,turn 3,not_evidenced,A
1241,turn 4,present,A
1241,turn 5,present,A
1241,turn 6,absent,A
1241,turn 7,present,A
1241,turn 8,absent,A
1242,turn 1,present,D
1242,turn 2,absent,D
1242,turn 3,absent,D
1242,turn 4,absent,D
1242,turn 5,absent,D
1243,turn 1,present,A
1243,turn 2,present,A
1243,turn 3,present,A
1243,turn 4,present,A
1243,turn 5,present,A
1243,turn 6,absent,A
1244,turn 1,present,E
1244,turn 2,absent,E
1245,turn 1,present,F
1245,turn 2,present,F
1245,turn 3,present,F
1245,turn 4,absent,F
1245,turn 5,absent,F
1246,turn 1,present,D
1246,turn 2,absent,D
1247,turn 1,present,F
1247,turn 2,present,F
1247,turn 3,present,F
1247,turn 4,present,F
1247,turn 5,absent,F
1247,turn 6,absent,F
1247,turn 7,present,F
1247,turn 8,absent,F
1248,turn 1,present,F
1248,turn 2,present,F
1248,turn 3,present,F
1248,turn 4,not_evidenced,F
1248,turn 5,absent,F
1248,turn 6,present,F
1248,turn 7,absent,F
1248,turn 8,present,F
1248,turn 9,not_evidenced,F
1249,turn 1,present,A
1249,turn 2,present,A
1249,turn 3,present,A
1249,turn 4,absent,A
1250,turn 1,present,B
1250,turn 2,present,B
1250,turn 3,present,B
1250,turn 4,absent,B
1251,turn 1,present,C
1251,turn 2,present,C
1251,turn 3,absent,C
1251,turn 4,not_evidenced,C
1252,turn 1,present,B
1252,turn 2,absent,B
1252,turn 3,absent,B
1252,turn 4,present,B
1252,turn 5,absent,B
1253,turn 1,present,C
1253,turn 2,absent,C
1254,turn 1,present,E
1254,turn 2,absent,E
1254,turn 3,present,E
1254,turn 4,absent,E
1255,turn 1,not_evidenced,D
1255,turn 2,not_evidenced,D
1255,turn 3,absent,D
1255,turn 4,absent,D
1255,turn 5,present,D
1255,turn 6,not_evidenced,D
1255,turn 7,present,D
1255,turn 8,present,D
1256,turn 1,absent,A
1256,turn 2,absent,A
1256,turn 3,not_evidenced,A
1256,turn 4,not_evidenced,A
1257,turn 1,present,F
1257,turn 2,present,F
1257,turn 3,present,F
1257,turn 4,absent,F
1258,turn 1,absent,A
1258,turn 2,absent,A
1259,turn 1,absent,A
1259,turn 2,present,A
1259,turn 3,absent,A
1259,turn 4,absent,A
1260,turn 1,not_evidenced,C
1260,turn 2,present,C
1260,turn 3,absent,C
1260,turn 4,absent,C
1260,turn 5,present,C
1260,turn 6,present,C
1260,turn 7,present,C
1260,turn 8,present,C
1260,turn 9,present,C
1260,turn 10,absent,C
1261,turn 1,not_evidenced,E
1261,turn 2,absent,E
1261,turn 3,present,E
1261,turn 4,present,E
1261,turn 5,present,E
1261,turn 6,absent,E
1261,turn 7,absent,E
1261,turn 8,present,E
1261,turn 9,absent,E
1262,turn 1,present,A
1262,turn 2,not_evidenced,A
1262,turn 3,present,A
1262,turn 4,absent,A
1262,turn 5,absent,A
1262,turn 6,present,A
1262,turn 7,absent,A
1262,turn 8,not_evidenced,A
1263,turn 1,absent,F
1263,turn 2,not_evidenced,F
1264,turn 1,present,F
1264,turn 2,not_evidenced,F
1264,turn 3,present,F
1264,turn 4,absent,F
1264,turn 5,present,F
1264,turn 6,present,F
1264,turn 7,present,F
1264,turn 8,absent,F
1264,turn 9,absent,F
1264,turn 10,present,F
1264,turn 11,absent,F
1264,turn 12,present,F
1266,turn 1,present,B
1266,turn 2,absent,B
1266,turn 3,present,B
1266,turn 4,present,B
1266,turn 5,present,B
1266,turn 6,present,B
1266,turn 7,present,B
1266,turn 8,present,B
1266,turn 9,present,B
1267,turn 1,present,F
1267,turn 2,present,F
1267,turn 3,present,F
1267,turn 4,absent,F
1267,turn 5,not_evidenced,F
1268,turn 1,present,F
1268,turn 2,absent,F
1268,turn 3,not_evidenced,F
1269,turn 1,present,B
1269,turn 2,not_evidenced,B
1269,turn 3,present,B
1269,turn 4,not_evidenced,B
1269,turn 5,present,B
1269,turn 6,present,B
1269,turn 7,absent,B
1269,turn 8,not_evidenced,B
1270,turn 1,present,A
1270,turn 2,absent,A
1270,turn 3,absent,A
1270,turn 4,present,A
1270,turn 5,not_evidenced,A
1270,turn 6,present,A
1270,turn 7,present,A
1270,turn 8,present,A
1270,turn 9,present,A
1270,turn 10,present,A
1270,turn 11,present,A
1270,turn 12,absent,A
1270,turn 13,not_evidenced,A
1271,turn 1,not_evidenced,B
1271,turn 2,not_evidenced,B
1271,turn 3,absent,B
1271,turn 4,absent,B
1272,turn 1,present,F
1272,turn 2,present,F
1273,turn 1,present,E
1273,turn 2,present,E
1273,turn 3,present,E
1273,turn 4,not_evidenced,E
1273,turn 5,absent,E
1273,turn 6,absent,E
1274,turn 1,absent,C
1274,turn 2,not_evidenced,C
1274,turn 3,absent,C
1274,turn 4,not_evidenced,C
1274,turn 5,absent,C
1274,turn 6,absent,C
1274,turn 7,absent,C
1275,turn 1,absent,F
1275,turn 2,not_evidenced,F
1276,turn 1,present,B
1276,turn 2,absent,B
1276,turn 3,present,B
1276,turn 4,absent,B
1277,turn 1,present,B
1277,turn 2,present,B
1277,turn 3,present,B
1277,turn 4,absent,B
1277,turn 5,present,B
1277,turn 6,absent,B
1277,turn 7,absent,B
1277,turn 8,absent,B
1277,turn 9,absent,B
1277,turn 10,absent,B
1278,turn 1,present,A
1278,turn 2,absent,A
1278,turn 3,absent,A
1278,turn 4,not_evidenced,A
1279,turn 1,present,D
1279,turn 2,absent,D
1279,turn 3,absent,D
1280,turn 1,present,F
1280,turn 2,absent,F
1280,turn 3,present,F
1280,turn 4,present,F
1280,turn 5,present,F
1280,turn 6,absent,F
1280,turn 7,absent,F
1281,turn 1,present,E
1281,turn 2,not_evidenced,E
1281,turn 3,not_evidenced,E
1281,turn 4,present,E
1281,turn 5,present,E
1281,turn 6,not_evidenced,E
1281,turn 7,absent,E
1281,turn 8,present,E
1281,turn 9,absent,E
1281,turn 10,absent,E
1281,turn 11,present,E
1281,turn 12,present,E
1281,turn 13,present,E
1281,turn 14,present,E
1281,turn 15,absent,E
1281,turn 16,present,E
1281,turn 17,present,E
1281,turn 18,absent,E
1282,turn 1,not_evidenced,C
1282,turn 2,not_evidenced,C
1282,turn 3,present,C
1282,turn 4,present,C
1282,turn 5,absent,C
1283,turn 1,present,F
1283,turn 2,not_evidenced,F
1283,turn 3,present,F
1283,turn 4,present,F
1283,turn 5,absent,F
1283,turn 6,present,F
1283,turn 7,present,F
1283,turn 8,absent,F
1284,turn 1,present,E
1284,turn 2,present,E
1284,turn 3,present,E
1284,turn 4,absent,E
1284,turn 5,absent,E
1285,turn 1,not_evidenced,A
1285,turn 2,absent,A
1285,turn 3,present,A
1285,turn 4,present,A
1285,turn 5,present,A
1285,turn 6,absent,A
1285,turn 7,absent,A
1285,turn 8,not_evidenced,A
1285,turn 9,not_evidenced,A
1286,turn 1,present,D
1286,turn 2,present,D
1286,turn 3,absent,D
1288,turn 1,present,C
1288,turn 2,present,C
1288,turn 3,present,C
1288,turn 4,absent,C
1288,turn 5,present,C
1288,turn 6,absent,C
1288,turn 7,absent,C
1288,turn 8,absent,C
1289,turn 1,present,F
1289,turn 2,present,F
1289,turn 3,present,F
1289,turn 4,present,F
1289,turn 5,present,F
1289,turn 6,absent,F
1290,turn 1,present,A
1290,turn 2,present,A
1290,turn 3,present,A
1290,turn 4,present,A
1290,turn 5,present,A
1290,turn 6,present,A
1290,turn 7,absent,A
1290,turn 8,not_evidenced,A
1291,turn 1,present,B
1291,turn 2,present,B
1291,turn 3,present,B
1291,turn 4,not_evidenced,B
1292,turn 1,present,B
1292,turn 2,present,B
1292,turn 3,present,B
1292,turn 4,present,B
1292,turn 5,present,B
1292,turn 6,absent,B
1292,turn 7,absent,B
1292,turn 8,not_evidenced,B
1293,turn 1,present,F
1293,turn 2,not_evidenced,F
1293,turn 3,absent,F
1293,turn 4,absent,F
1294,turn 1,absent,D
1294,turn 2,present,D
1294,turn 3,present,D
1294,turn 4,present,D
1294,turn 5,present,D
1294,turn 6,present,D
1294,turn 7,present,D
1294,turn 8,present,D
1294,turn 9,present,D
1294,turn 10,present,D
1295,turn 1,present,E
1295,turn 2,present,E
1296,turn 1,not_evidenced,C
1296,turn 2,present,C
1296,turn 3,present,C
1296,turn 4,present,C
1296,turn 5,present,C
1296,turn 6,absent,C
1296,turn 7,present,C
1296,turn 8,present,C
1297,turn 1,not_evidenced,D
1297,turn 2,not_evidenced,D
1297,turn 3,absent,D
1297,turn 4,absent,D
1298,turn 1,not_evidenced,D
1298,turn 2,not_evidenced,D
1298,turn 3,absent,D
1298,turn 4,absent,D
1298,turn 5,absent,D
1298,turn 6,absent,D
1298,turn 7,present,D
1298,turn 8,present,D
1298,turn 9,absent,D
1299,turn 1,present,F
1299,turn 2,absent,F
1299,turn 3,absent,F
1299,turn 4,absent,F
1299,turn 5,present,F
1299,turn 6,present,F
1299,turn 7,present,F
1299,turn 8,present,F
1299,turn 9,present,F
1299,turn 10,present,F
1299,turn 11,absent,F
1300,turn 1,present,C
1300,turn 2,not_evidenced,C
1300,turn 3,not_evidenced,C
1300,turn 4,absent,C
1300,turn 5,present,C
1300,turn 6,present,C
1300,turn 7,present,C
1300,turn 8,present,C
1301,turn 1,present,D
1301,turn 2,absent,D
1301,turn 3,present,D
1301,turn 4,present,D
1301,turn 5,absent,D
1301,turn 6,absent,D
1302,turn 1,present,A
1302,turn 2,absent,A
1302,turn 3,absent,A
1303,turn 1,present,D
1303,turn 2,not_evidenced,D
1303,turn 3,not_evidenced,D
1303,turn 4,present,D
1303,turn 5,present,D
1303,turn 6,present,D
1303,turn 7,present,D
1303,turn 8,absent,D
1303,turn 9,not_evidenced,D
1304,turn 1,present,F
1304,turn 2,absent,F
1304,turn 3,present,F
1304,turn 4,present,F
1305,turn 1,present,F
1305,turn 2,present,F
1305,turn 3,absent,F
1306,turn 1,present,D
1306,turn 2,absent,D
1306,turn 3,present,D
1306,turn 4,absent,D
